날짜,종가,시가,고가,저가,거래량,변동 %
2024-01-23,"39,888.80","39,555.00","40,159.40","38,546.90",82.67K,0.84%
2024-01-22,"39,556.40","41,581.70","41,684.90","39,468.40",85.10K,-4.87%
2024-01-21,"41,583.20","41,695.40","41,878.00","41,504.50",16.11K,-0.27%
2024-01-20,"41,695.40","41,647.60","41,858.00","41,449.50",22.27K,0.11%
2024-01-19,"41,648.00","41,293.80","42,164.60","40,305.40",72.64K,0.86%
2024-01-18,"41,292.70","42,763.50","42,908.00","40,682.60",70.35K,-3.45%
2024-01-17,"42,768.70","43,139.10","43,192.30","42,211.80",50.44K,-0.87%
2024-01-16,"43,145.50","42,515.20","43,563.70","42,093.10",63.93K,1.49%
2024-01-15,"42,510.70","41,747.60","43,348.90","41,719.20",52.08K,1.83%
2024-01-14,"41,746.10","42,851.30","43,069.40","41,739.60",37.14K,-2.58%
2024-01-13,"42,851.30","42,836.70","43,248.60","42,443.30",48.18K,0.04%
2024-01-12,"42,835.90","46,348.10","46,503.20","41,857.90",136.92K,-7.58%
2024-01-11,"46,348.20","46,629.30","48,923.70","45,651.80",131.04K,-0.60%
2024-01-10,"46,629.30","46,112.00","47,654.30","44,403.60",131.48K,1.08%
2024-01-09,"46,129.00","46,959.20","47,880.10","45,333.90",100.09K,-1.77%
2024-01-08,"46,962.20","43,934.20","47,196.70","43,251.00",103.09K,6.91%
2024-01-07,"43,927.30","43,973.50","44,481.20","43,627.90",29.53K,-0.09%
2024-01-06,"43,967.90","44,156.60","44,203.20","43,424.00",24.26K,-0.43%
2024-01-05,"44,156.90","44,163.00","44,312.10","42,629.00",68.07K,0.00%
2024-01-04,"44,157.00","42,836.10","44,744.50","42,632.80",68.05K,3.08%
2024-01-03,"42,836.10","44,943.70","45,492.70","40,888.30",117.65K,-4.69%
2024-01-02,"44,943.70","44,182.90","45,885.40","44,166.00",97.84K,1.72%
2024-01-01,"44,183.40","42,272.50","44,187.00","42,196.70",36.30K,4.52%
2023-12-31,"42,272.50","42,141.60","42,878.80","41,971.40",35.58K,0.32%
2023-12-30,"42,136.70","42,074.70","42,592.20","41,527.30",35.18K,0.15%
2023-12-29,"42,072.40","42,581.10","43,108.00","41,459.00",60.98K,-1.19%
2023-12-28,"42,581.10","43,446.50","43,782.60","42,309.30",49.84K,-1.99%
2023-12-27,"43,446.50","42,514.30","43,676.70","42,115.30",50.10K,2.20%
2023-12-26,"42,513.30","43,579.90","43,594.90","41,796.60",56.03K,-2.44%
2023-12-25,"43,578.50","42,982.00","43,792.70","42,745.30",32.67K,1.39%
2023-12-24,"42,981.50","43,710.40","43,935.70","42,748.50",30.86K,-1.67%
2023-12-23,"43,710.40","43,968.90","43,994.60","43,325.70",21.29K,-0.59%
2023-12-22,"43,968.90","43,865.90","44,394.60","43,419.30",44.50K,0.23%
2023-12-21,"43,865.90","43,660.30","44,241.80","43,310.20",48.96K,0.47%
2023-12-20,"43,662.80","42,259.50","44,278.70","42,217.20",70.19K,3.32%
2023-12-19,"42,259.30","42,659.70","43,473.30","41,842.70",55.29K,-0.94%
2023-12-18,"42,659.70","41,369.10","42,728.00","40,554.00",61.58K,3.12%
2023-12-17,"41,368.70","42,271.70","42,413.20","41,276.90",35.46K,-2.14%
2023-12-16,"42,271.70","41,929.00","42,690.30","41,698.20",30.11K,0.82%
2023-12-15,"41,929.00","43,025.20","43,080.70","41,697.90",45.28K,-2.55%
2023-12-14,"43,025.90","42,886.30","43,392.70","41,591.20",59.15K,0.33%
2023-12-13,"42,884.50","41,487.00","43,417.50","40,649.30",63.11K,3.37%
2023-12-12,"41,487.00","41,256.10","42,070.90","40,691.50",57.04K,0.56%
2023-12-11,"41,256.10","43,791.00","43,806.30","40,277.10",105.19K,-5.79%
2023-12-10,"43,791.00","43,716.60","44,045.40","43,576.80",23.81K,0.17%
2023-12-09,"43,718.40","44,175.50","44,361.20","43,617.40",31.67K,-1.03%
2023-12-08,"44,175.50","43,288.30","44,697.60","43,108.40",58.44K,2.05%
2023-12-07,"43,289.70","43,774.40","44,046.40","42,860.50",63.09K,-1.11%
2023-12-06,"43,776.30","44,076.20","44,283.70","43,466.70",72.52K,-0.68%
2023-12-05,"44,076.20","41,989.60","44,424.10","41,424.90",96.84K,4.97%
2023-12-04,"41,987.80","39,968.60","42,394.40","39,968.60",104.21K,5.05%
2023-12-03,"39,970.20","39,456.80","40,178.90","39,280.30",35.27K,1.30%
2023-12-02,"39,458.40","38,688.20","39,673.40","38,646.50",37.09K,1.99%
2023-12-01,"38,688.20","37,712.90","38,950.80","37,618.30",62.50K,2.59%
2023-11-30,"37,712.90","37,857.60","38,144.40","37,509.20",33.53K,-0.38%
2023-11-29,"37,855.50","37,823.30","38,362.90","37,607.60",49.34K,0.09%
2023-11-28,"37,823.30","37,244.30","38,379.40","36,881.10",57.50K,1.54%
2023-11-27,"37,248.60","37,451.80","37,563.30","36,751.50",45.24K,-0.54%
2023-11-26,"37,451.80","37,786.40","37,819.10","37,166.30",29.20K,-0.89%
2023-11-25,"37,787.00","37,718.60","37,887.40","37,599.90",16.09K,0.18%
2023-11-24,"37,717.30","37,295.00","38,400.80","37,257.40",65.83K,1.14%
2023-11-23,"37,293.10","37,410.80","37,642.50","36,915.30",32.35K,-0.31%
2023-11-22,"37,410.80","35,797.50","37,862.50","35,695.60",64.81K,4.46%
2023-11-21,"35,813.60","37,452.70","37,631.20","35,799.20",71.07K,-4.38%
2023-11-20,"37,454.10","37,356.60","37,735.60","36,857.60",51.80K,0.27%
2023-11-19,"37,354.20","36,568.60","37,504.60","36,393.30",26.14K,2.15%
2023-11-18,"36,568.60","36,617.50","36,845.20","36,220.60",20.88K,-0.07%
2023-11-17,"36,595.40","36,161.80","36,690.60","35,875.20",51.37K,1.20%
2023-11-16,"36,161.20","37,873.90","37,907.60","35,561.60",66.92K,-4.52%
2023-11-15,"37,874.90","35,549.30","37,954.10","35,379.60",75.51K,6.54%
2023-11-14,"35,549.30","36,478.30","36,744.50","34,984.30",63.56K,-2.55%
2023-11-13,"36,478.30","37,067.80","37,404.60","36,358.40",44.55K,-1.58%
2023-11-12,"37,064.40","37,149.00","37,215.30","36,761.90",21.45K,-0.23%
2023-11-11,"37,150.50","37,306.30","37,401.30","36,767.60",29.53K,-0.41%
2023-11-10,"37,303.00","36,700.50","37,496.10","36,347.20",59.56K,1.64%
2023-11-09,"36,700.50","35,636.90","37,942.00","35,578.10",115.56K,2.98%
2023-11-08,"35,636.90","35,426.20","36,050.20","35,148.80",46.33K,0.60%
2023-11-07,"35,426.10","35,042.10","35,877.90","34,536.90",53.49K,1.10%
2023-11-06,"35,042.00","35,020.30","35,275.60","34,742.90",29.81K,0.06%
2023-11-05,"35,019.40","35,065.80","35,360.20","34,550.00",31.02K,-0.13%
2023-11-04,"35,065.80","34,718.60","35,242.20","34,601.10",23.80K,1.00%
2023-11-03,"34,718.70","34,931.40","34,940.60","34,124.20",54.54K,-0.61%
2023-11-02,"34,931.40","35,423.80","35,907.60","34,357.40",63.66K,-1.39%
2023-11-01,"35,423.80","34,648.30","35,557.50","34,138.70",71.66K,2.23%
2023-10-31,"34,650.60","34,478.90","34,704.60","34,053.90",43.40K,0.50%
2023-10-30,"34,477.90","34,526.70","34,853.30","34,089.50",45.20K,-0.14%
2023-10-29,"34,526.70","34,082.60","34,737.90","33,937.60",27.72K,1.30%
2023-10-28,"34,082.60","33,901.60","34,387.80","33,867.30",22.00K,0.53%
2023-10-27,"33,901.80","34,153.70","34,245.80","33,423.60",47.33K,-0.74%
2023-10-26,"34,153.70","34,497.60","34,826.00","33,749.90",56.62K,-0.99%
2023-10-25,"34,496.80","33,917.00","35,123.90","33,713.40",75.81K,1.71%
2023-10-24,"33,917.00","33,037.30","35,191.40","32,866.50",159.08K,2.65%
2023-10-23,"33,041.80","29,984.20","34,375.60","29,891.40",133.46K,10.20%
2023-10-22,"29,984.20","29,912.70","30,193.40","29,713.60",29.07K,0.24%
2023-10-21,"29,912.90","29,674.70","30,264.80","29,469.10",34.68K,0.80%
2023-10-20,"29,674.50","28,724.00","30,165.90","28,586.10",82.68K,3.31%
2023-10-19,"28,723.00","28,321.80","28,883.80","28,170.20",50.10K,1.42%
2023-10-18,"28,321.70","28,405.20","28,876.00","28,169.00",45.01K,-0.29%
2023-10-17,"28,403.60","28,508.30","28,608.50","28,096.90",53.42K,-0.37%
2023-10-16,"28,509.70","27,161.20","29,969.50","27,119.70",119.18K,4.96%
2023-10-15,"27,161.20","26,852.80","27,286.90","26,812.60",21.95K,1.15%
2023-10-14,"26,852.80","26,863.50","26,975.70","26,805.10",13.56K,-0.04%
2023-10-13,"26,863.50","26,761.10","27,114.80","26,682.90",33.66K,0.38%
2023-10-12,"26,761.10","26,878.20","26,942.80","26,565.30",32.75K,-0.43%
2023-10-11,"26,876.60","27,391.90","27,475.90","26,558.40",55.78K,-1.88%
2023-10-10,"27,391.00","27,581.50","27,728.10","27,300.10",34.32K,-0.69%
2023-10-09,"27,581.40","27,922.70","27,986.40","27,279.50",44.81K,-1.22%
2023-10-08,"27,922.70","27,961.10","28,097.50","27,714.40",24.11K,-0.14%
2023-10-07,"27,961.10","27,935.50","28,021.30","27,859.00",17.29K,0.09%
2023-10-06,"27,936.90","27,410.30","28,223.60","27,195.70",52.51K,1.92%
2023-10-05,"27,410.30","27,783.50","28,089.10","27,371.70",46.26K,-1.37%
2023-10-04,"27,790.90","27,428.70","27,832.70","27,242.50",40.93K,1.32%
2023-10-03,"27,428.40","27,501.60","27,670.80","27,194.10",44.06K,-0.28%
2023-10-02,"27,505.30","27,974.60","28,556.60","27,325.20",84.30K,-1.68%
2023-10-01,"27,974.50","26,962.50","28,038.40","26,955.70",35.11K,3.75%
2023-09-30,"26,962.70","26,908.10","27,085.70","26,887.50",17.55K,0.20%
2023-09-29,"26,909.80","27,022.60","27,229.50","26,728.80",42.24K,-0.42%
2023-09-28,"27,022.60","26,368.20","27,283.60","26,339.40",64.56K,2.49%
2023-09-27,"26,366.10","26,218.90","26,836.90","26,109.10",50.80K,0.56%
2023-09-26,"26,218.90","26,303.10","26,396.20","26,093.40",26.41K,-0.32%
2023-09-25,"26,302.70","26,251.60","26,423.60","26,013.60",38.20K,0.20%
2023-09-24,"26,251.50","26,579.00","26,727.60","26,162.20",22.32K,-1.23%
2023-09-23,"26,579.20","26,581.70","26,636.20","26,517.50",12.92K,-0.01%
2023-09-22,"26,581.90","26,569.50","26,736.40","26,488.50",28.79K,0.04%
2023-09-21,"26,570.00","27,125.20","27,155.60","26,382.30",47.81K,-2.05%
2023-09-20,"27,125.00","27,209.20","27,378.60","26,851.80",47.23K,-0.31%
2023-09-19,"27,209.20","26,759.00","27,480.70","26,672.20",52.17K,1.67%
2023-09-18,"26,763.50","26,530.30","27,413.30","26,405.20",63.35K,0.88%
2023-09-17,"26,529.10","26,562.00","26,614.40","26,408.70",16.57K,-0.12%
2023-09-16,"26,562.00","26,599.90","26,769.00","26,463.50",18.45K,-0.15%
2023-09-15,"26,601.00","26,523.30","26,837.40","26,233.10",36.47K,0.29%
2023-09-14,"26,524.70","26,223.00","26,760.30","26,148.60",53.82K,1.15%
2023-09-13,"26,223.00","25,836.10","26,382.30","25,766.90",42.58K,1.50%
2023-09-12,"25,834.50","25,166.40","26,472.60","25,133.50",78.71K,2.65%
2023-09-11,"25,166.40","25,840.20","25,897.40","24,923.10",56.32K,-2.61%
2023-09-10,"25,840.20","25,901.10","25,995.10","25,626.70",23.60K,-0.24%
2023-09-09,"25,901.10","25,909.50","25,938.50","25,814.30",13.48K,-0.03%
2023-09-08,"25,909.50","26,248.50","26,415.40","25,701.60",41.01K,-1.30%
2023-09-07,"26,249.80","25,758.00","26,417.70","25,626.50",39.77K,1.91%
2023-09-06,"25,758.00","25,790.10","26,018.40","25,411.70",37.78K,-0.13%
2023-09-05,"25,790.20","25,824.40","25,864.00","25,596.30",28.40K,-0.13%
2023-09-04,"25,823.30","25,971.00","26,094.20","25,660.90",27.13K,-0.57%
2023-09-03,"25,971.00","25,869.70","26,090.40","25,816.60",21.36K,0.39%
2023-09-02,"25,869.70","25,803.50","25,977.40","25,752.70",21.24K,0.26%
2023-09-01,"25,803.20","25,938.30","26,144.90","25,361.90",58.08K,-0.52%
2023-08-31,"25,937.30","27,300.60","27,464.50","25,731.00",69.11K,-4.99%
2023-08-30,"27,298.80","27,723.90","27,757.30","27,043.20",46.54K,-1.53%
2023-08-29,"27,723.90","26,118.10","28,046.00","25,919.80",98.32K,6.14%
2023-08-28,"26,118.90","26,100.60","26,215.70","25,891.00",28.84K,0.07%
2023-08-27,"26,100.60","26,017.10","26,176.80","25,968.70",14.29K,0.32%
2023-08-26,"26,017.10","26,057.20","26,114.10","25,993.50",12.09K,-0.15%
2023-08-25,"26,057.20","26,176.10","26,265.70","25,811.60",39.96K,-0.46%
2023-08-24,"26,177.00","26,436.20","26,560.50","25,943.60",41.04K,-0.98%
2023-08-23,"26,436.20","26,042.00","26,807.70","25,812.60",60.96K,1.52%
2023-08-22,"26,039.90","26,126.80","26,138.80","25,481.90",47.72K,-0.33%
2023-08-21,"26,126.00","26,190.80","26,220.90","25,850.80",41.10K,-0.25%
2023-08-20,"26,190.80","26,099.50","26,269.10","25,998.50",24.00K,0.35%
2023-08-19,"26,099.40","26,053.30","26,262.20","25,799.50",33.04K,0.18%
2023-08-18,"26,053.20","26,635.70","26,801.90","25,691.00",93.05K,-2.19%
2023-08-17,"26,635.70","28,726.10","28,771.80","25,489.40",132.92K,-7.28%
2023-08-16,"28,726.30","29,195.30","29,251.10","28,717.60",43.71K,-1.61%
2023-08-15,"29,195.30","29,426.70","29,472.00","29,118.60",33.81K,-0.79%
2023-08-14,"29,426.70","29,300.10","29,689.00","29,116.00",39.30K,0.43%
2023-08-13,"29,300.10","29,428.20","29,468.50","29,272.30",13.49K,-0.44%
2023-08-12,"29,428.20","29,420.80","29,480.80","29,375.40",11.07K,0.02%
2023-08-11,"29,420.80","29,448.90","29,544.90","29,271.20",27.71K,-0.10%
2023-08-10,"29,449.00","29,578.00","29,719.40","29,377.50",32.00K,-0.44%
2023-08-09,"29,578.00","29,771.30","30,104.00","29,384.20",49.67K,-0.67%
2023-08-08,"29,777.40","29,204.20","30,168.60","29,137.70",62.57K,1.96%
2023-08-07,"29,204.20","29,081.30","29,270.20","28,721.00",41.19K,0.42%
2023-08-06,"29,081.30","29,067.90","29,198.90","28,987.40",16.03K,0.05%
2023-08-05,"29,068.10","29,105.60","29,139.30","28,983.00",14.55K,-0.13%
2023-08-04,"29,105.50","29,189.10","29,319.10","28,875.80",31.43K,-0.29%
2023-08-03,"29,189.30","29,180.90","29,409.80","28,981.00",36.08K,0.05%
2023-08-02,"29,173.70","29,711.80","30,025.90","28,961.60",67.41K,-1.81%
2023-08-01,"29,712.20","29,232.30","29,712.20","28,611.00",64.01K,1.64%
2023-07-31,"29,232.40","29,282.00","29,502.30","29,128.30",31.84K,-0.17%
2023-07-30,"29,281.70","29,354.20","29,446.60","29,054.50",20.58K,-0.24%
2023-07-29,"29,353.50","29,315.00","29,400.10","29,256.90",13.90K,0.13%
2023-07-28,"29,315.00","29,222.70","29,533.00","29,125.10",31.42K,0.32%
2023-07-27,"29,222.70","29,352.90","29,568.80","29,094.00",30.42K,-0.44%
2023-07-26,"29,352.20","29,228.80","29,681.80","29,109.70",44.33K,0.42%
2023-07-25,"29,228.60","29,178.30","29,365.40","29,058.70",29.05K,0.17%
2023-07-24,"29,178.10","30,085.90","30,098.20","28,890.70",55.73K,-3.02%
2023-07-23,"30,085.90","29,788.90","30,337.00","29,735.70",23.32K,1.00%
2023-07-22,"29,788.90","29,904.50","29,988.00","29,657.30",18.47K,-0.38%
2023-07-21,"29,903.10","29,801.00","30,058.90","29,739.90",32.59K,0.34%
2023-07-20,"29,801.00","29,909.70","30,408.00","29,621.40",50.33K,-0.36%
2023-07-19,"29,909.70","29,866.70","30,185.50","29,789.30",34.96K,0.14%
2023-07-18,"29,866.80","30,139.70","30,242.40","29,624.60",42.40K,-0.91%
2023-07-17,"30,139.70","30,235.50","30,335.90","29,693.30",42.84K,-0.32%
2023-07-16,"30,235.50","30,291.80","30,435.00","30,075.40",20.31K,-0.18%
2023-07-15,"30,291.40","30,316.80","30,395.40","30,246.90",17.06K,-0.09%
2023-07-14,"30,317.40","31,465.40","31,602.60","29,944.30",82.42K,-3.65%
2023-07-13,"31,466.10","30,387.30","31,764.50","30,260.00",99.81K,3.55%
2023-07-12,"30,387.30","30,623.30","30,951.30","30,231.70",54.06K,-0.77%
2023-07-11,"30,623.30","30,414.20","30,782.20","30,333.80",39.84K,0.68%
2023-07-10,"30,415.30","30,166.90","31,019.60","29,969.10",55.24K,0.82%
2023-07-09,"30,166.90","30,288.80","30,425.50","30,071.90",20.05K,-0.40%
2023-07-08,"30,288.80","30,346.80","30,379.90","30,055.90",17.41K,-0.19%
2023-07-07,"30,346.40","29,912.70","30,442.00","29,757.40",46.42K,1.45%
2023-07-06,"29,913.10","30,512.80","31,463.60","29,869.00",90.81K,-1.97%
2023-07-05,"30,512.80","30,768.60","30,875.60","30,233.30",43.23K,-0.83%
2023-07-04,"30,768.40","31,152.00","31,326.50","30,657.80",42.12K,-1.23%
2023-07-03,"31,151.30","30,617.50","31,377.00","30,581.50",56.49K,1.74%
2023-07-02,"30,617.70","30,587.10","30,769.00","30,227.90",28.82K,0.10%
2023-07-01,"30,586.80","30,472.90","30,649.90","30,329.00",22.46K,0.37%
2023-06-30,"30,472.90","30,445.70","31,275.50","29,714.50",118.65K,0.09%
2023-06-29,"30,445.70","30,077.30","30,823.10","30,051.30",49.57K,1.22%
2023-06-28,"30,078.60","30,691.90","30,703.40","29,919.50",51.06K,-1.99%
2023-06-27,"30,689.10","30,267.00","30,993.70","30,231.30",55.82K,1.39%
2023-06-26,"30,267.00","30,466.30","30,645.90","29,986.30",58.71K,-0.65%
2023-06-25,"30,465.30","30,533.60","31,040.20","30,315.80",37.12K,-0.22%
2023-06-24,"30,533.60","30,680.70","30,795.30","30,269.40",38.15K,-0.48%
2023-06-23,"30,679.40","29,890.20","31,395.40","29,822.60",98.85K,2.64%
2023-06-22,"29,890.50","29,992.80","30,497.80","29,590.40",79.22K,-0.35%
2023-06-21,"29,996.90","28,307.70","30,769.50","28,270.50",143.49K,5.97%
2023-06-20,"28,307.70","26,845.90","28,393.00","26,665.50",100.55K,5.44%
2023-06-19,"26,845.90","26,339.70","27,029.70","26,295.10",46.45K,1.92%
2023-06-18,"26,339.70","26,515.00","26,679.30","26,290.60",27.31K,-0.66%
2023-06-17,"26,515.00","26,341.30","26,767.30","26,183.50",35.86K,0.66%
2023-06-16,"26,341.30","25,591.90","26,472.80","25,276.00",69.24K,2.93%
2023-06-15,"25,591.30","25,129.50","25,732.80","24,838.00",68.38K,1.84%
2023-06-14,"25,129.50","25,929.00","26,051.70","24,847.40",60.82K,-3.08%
2023-06-13,"25,929.40","25,906.90","26,428.90","25,726.40",56.24K,0.09%
2023-06-12,"25,906.80","25,927.90","26,080.70","25,635.00",40.75K,-0.08%
2023-06-11,"25,928.40","25,843.30","26,190.10","25,660.80",39.20K,0.33%
2023-06-10,"25,844.00","26,479.30","26,525.10","25,468.30",83.57K,-2.40%
2023-06-09,"26,479.30","26,501.10","26,773.90","26,326.70",38.96K,-0.08%
2023-06-08,"26,501.10","26,341.80","26,784.40","26,231.30",39.95K,0.60%
2023-06-07,"26,342.50","27,230.20","27,342.00","26,141.00",77.48K,-3.26%
2023-06-06,"27,230.20","25,745.60","27,325.20","25,425.60",88.61K,5.76%
2023-06-05,"25,747.40","27,122.30","27,125.50","25,437.50",85.42K,-5.07%
2023-06-04,"27,122.30","27,070.90","27,410.20","26,956.10",23.81K,0.19%
2023-06-03,"27,072.00","27,246.00","27,317.50","26,931.40",20.62K,-0.63%
2023-06-02,"27,244.70","26,819.00","27,299.40","26,541.30",49.37K,1.59%
2023-06-01,"26,819.00","27,216.40","27,340.90","26,662.30",51.98K,-1.46%
2023-05-31,"27,216.10","27,696.90","27,825.00","26,865.10",63.08K,-1.74%
2023-05-30,"27,698.20","27,738.90","28,033.60","27,583.80",45.19K,-0.15%
2023-05-29,"27,739.40","28,068.40","28,431.20","27,548.80",54.56K,-1.18%
2023-05-28,"28,071.20","26,855.30","28,181.90","26,788.50",55.23K,4.52%
2023-05-27,"26,857.50","26,711.20","26,882.90","26,591.20",18.68K,0.55%
2023-05-26,"26,711.50","26,475.50","26,911.60","26,330.00",45.88K,0.89%
2023-05-25,"26,475.80","26,327.10","26,589.20","25,892.50",50.17K,0.56%
2023-05-24,"26,328.40","27,220.70","27,220.70","26,088.70",72.65K,-3.28%
2023-05-23,"27,220.70","26,851.60","27,448.10","26,804.10",50.89K,1.39%
2023-05-22,"26,847.30","26,749.90","27,048.90","26,546.10",35.56K,0.36%
2023-05-21,"26,749.90","27,116.20","27,257.10","26,677.60",27.42K,-1.35%
2023-05-20,"27,116.20","26,883.00","27,147.20","26,831.30",17.72K,0.87%
2023-05-19,"26,882.90","26,828.20","27,154.70","26,711.30",36.67K,0.20%
2023-05-18,"26,828.00","27,403.80","27,467.00","26,449.80",63.39K,-2.10%
2023-05-17,"27,403.10","27,035.50","27,465.30","26,597.70",58.14K,1.36%
2023-05-16,"27,035.30","27,183.90","27,295.30","26,881.90",45.29K,-0.55%
2023-05-15,"27,183.90","26,920.40","27,651.70","26,752.10",53.27K,0.98%
2023-05-14,"26,920.00","26,777.40","27,176.10","26,609.90",26.35K,0.53%
2023-05-13,"26,777.50","26,798.70","27,011.90","26,695.60",27.95K,-0.08%
2023-05-12,"26,799.20","26,983.10","27,044.00","25,853.10",87.49K,-0.68%
2023-05-11,"26,983.50","27,604.30","27,607.40","26,766.20",62.85K,-2.25%
2023-05-10,"27,603.30","27,634.30","28,311.70","26,885.70",91.45K,-0.11%
2023-05-09,"27,634.90","27,670.50","27,816.00","27,366.30",49.75K,-0.13%
2023-05-08,"27,670.50","28,424.80","28,627.80","27,280.30",85.72K,-2.65%
2023-05-07,"28,424.80","28,857.10","29,122.00","28,419.60",36.50K,-1.50%
2023-05-06,"28,857.10","29,512.80","29,816.40","28,414.90",58.94K,-2.22%
2023-05-05,"29,513.20","28,842.20","29,653.90","28,825.30",74.52K,2.33%
2023-05-04,"28,842.10","29,023.60","29,352.70","28,687.40",53.80K,-0.63%
2023-05-03,"29,023.60","28,669.10","29,244.70","28,164.40",81.22K,1.24%
2023-05-02,"28,669.10","28,079.00","28,877.40","27,913.20",65.33K,2.11%
2023-05-01,"28,077.60","29,252.10","29,329.60","27,685.90",84.36K,-4.02%
2023-04-30,"29,252.10","29,235.10","29,941.30","29,095.00",47.62K,0.06%
2023-04-29,"29,234.10","29,318.40","29,425.50","29,058.50",25.72K,-0.30%
2023-04-28,"29,321.80","29,475.90","29,587.20","28,927.80",69.88K,-0.52%
2023-04-27,"29,475.90","28,424.50","29,859.80","28,392.40",121.63K,3.70%
2023-04-26,"28,424.60","28,298.80","29,995.70","27,307.80",164.31K,0.44%
2023-04-25,"28,298.80","27,510.10","28,375.60","27,201.10",65.31K,2.87%
2023-04-24,"27,509.30","27,591.40","27,978.80","27,054.30",66.74K,-0.30%
2023-04-23,"27,591.40","27,813.80","27,815.00","27,388.50",41.77K,-0.80%
2023-04-22,"27,813.90","27,264.80","27,872.00","27,165.70",44.30K,2.01%
2023-04-21,"27,264.80","28,240.50","28,353.40","27,171.10",98.72K,-3.46%
2023-04-20,"28,240.50","28,813.70","29,082.10","28,032.40",95.45K,-1.99%
2023-04-19,"28,813.70","30,382.20","30,408.40","28,641.10",111.27K,-5.16%
2023-04-18,"30,382.20","29,434.10","30,470.10","29,149.20",76.58K,3.22%
2023-04-17,"29,434.90","30,310.80","30,312.20","29,274.00",71.90K,-2.89%
2023-04-16,"30,310.30","30,299.20","30,545.30","30,134.60",34.48K,0.04%
2023-04-15,"30,299.60","30,472.60","30,586.50","30,208.80",31.71K,-0.57%
2023-04-14,"30,472.50","30,387.40","30,964.90","30,026.00",98.38K,0.28%
2023-04-13,"30,387.40","29,892.40","30,524.10","29,864.50",65.87K,1.68%
2023-04-12,"29,886.40","30,209.80","30,473.00","29,679.50",78.69K,-1.07%
2023-04-11,"30,209.60","29,641.00","30,484.60","29,597.80",89.38K,1.92%
2023-04-10,"29,641.00","28,326.50","29,755.40","28,182.90",85.73K,4.64%
2023-04-09,"28,326.60","27,941.20","28,522.70","27,809.20",39.35K,1.38%
2023-04-08,"27,941.20","27,910.40","28,153.10","27,863.80",23.73K,0.11%
2023-04-07,"27,910.40","28,037.60","28,102.50","27,779.40",30.94K,-0.45%
2023-04-06,"28,036.70","28,173.50","28,173.50","27,734.50",51.29K,-0.49%
2023-04-05,"28,173.50","28,164.40","28,744.40","27,823.50",77.32K,0.03%
2023-04-04,"28,164.40","27,802.20","28,429.10","27,668.90",64.06K,1.30%
2023-04-03,"27,802.10","28,194.70","28,458.40","27,256.90",98.00K,-1.41%
2023-04-02,"28,198.30","28,456.10","28,522.80","27,871.70",45.04K,-0.91%
2023-04-01,"28,456.10","28,473.70","28,795.10","28,285.60",38.09K,-0.06%
2023-03-31,"28,473.70","28,029.30","28,646.30","27,587.50",98.44K,1.58%
2023-03-30,"28,029.50","28,350.30","29,160.40","27,716.70",122.51K,-1.13%
2023-03-29,"28,350.40","27,262.90","28,627.40","27,249.80",109.32K,3.99%
2023-03-28,"27,262.20","27,127.80","27,465.00","26,665.60",94.16K,0.49%
2023-03-27,"27,129.80","27,974.80","28,023.30","26,611.50",107.24K,-3.02%
2023-03-26,"27,973.50","27,474.90","28,153.70","27,429.10",60.64K,1.81%
2023-03-25,"27,475.60","27,462.20","27,761.90","27,176.70",61.36K,0.05%
2023-03-24,"27,462.20","28,306.90","28,374.50","27,026.50",110.36K,-3.00%
2023-03-23,"28,310.70","27,262.80","28,734.10","27,144.60",158.46K,3.85%
2023-03-22,"27,261.70","28,114.20","28,760.30","26,668.70",262.03K,-3.03%
2023-03-21,"28,114.00","27,719.80","28,437.80","27,350.60",438.78K,1.42%
2023-03-20,"27,720.50","27,958.90","28,457.80","27,157.00",503.90K,-0.85%
2023-03-19,"27,958.70","26,914.50","28,347.30","26,844.60",393.27K,3.88%
2023-03-18,"26,914.50","27,391.90","27,659.10","26,688.70",392.47K,-1.74%
2023-03-17,"27,391.80","25,004.40","27,742.20","24,900.10",674.96K,9.55%
2023-03-16,"25,004.10","24,283.20","25,139.00","24,147.90",462.58K,2.97%
2023-03-15,"24,282.70","24,699.60","25,108.90","23,932.40",614.31K,-1.69%
2023-03-14,"24,699.70","24,121.50","26,365.90","23,994.60",753.06K,2.43%
2023-03-13,"24,114.40","21,994.80","24,406.20","21,859.60",733.63K,9.64%
2023-03-12,"21,994.80","20,465.00","22,028.60","20,294.20",455.69K,7.46%
2023-03-11,"20,467.50","20,156.50","20,669.50","19,796.70",453.46K,1.54%
2023-03-10,"20,156.70","20,362.00","20,362.60","19,591.80",655.27K,-1.01%
2023-03-09,"20,361.80","21,710.80","21,826.50","20,079.60",468.76K,-6.21%
2023-03-08,"21,710.80","22,197.80","22,274.30","21,661.30",316.51K,-2.19%
2023-03-07,"22,197.80","22,410.10","22,535.10","21,968.60",304.75K,-0.95%
2023-03-06,"22,410.00","22,428.20","22,595.40","22,320.10",215.31K,-0.08%
2023-03-05,"22,428.30","22,347.10","22,636.70","22,213.50",160.57K,0.36%
2023-03-04,"22,347.10","22,354.70","22,403.70","22,167.40",123.93K,-0.03%
2023-03-03,"22,354.40","23,465.60","23,473.40","22,051.90",344.63K,-4.73%
2023-03-02,"23,465.40","23,642.20","23,780.50","23,208.70",249.26K,-0.75%
